especie,porte,idade_categoria,temperatura,umidade,atividade_pct,nivel_risco
gato,unico,idoso,31.29,68.02,73.9,atencao
cao,grande,idoso,33.02,52.57,38.31,normal
cao,medio,adulto,41.73,62.08,37.04,critico
ave,unico,adulto,32.52,46.72,81.75,normal
gato,unico,adulto,15.66,42.39,32.15,atencao
gato,unico,adulto,32.72,60.42,72.49,normal
gato,unico,adulto,24.21,37.36,79.3,normal
gato,unico,adulto,26.64,39.03,11.17,atencao
ave,unico,adulto,25.56,51.42,27.03,atencao
cao,grande,filhote,23.01,66.48,44.17,normal
cao,pequeno,adulto,21.96,38.14,82.68,normal
gato,unico,adulto,25.96,52.62,5.21,atencao
gato,unico,adulto,20.48,75.73,40.65,atencao
cao,medio,adulto,20.56,50.21,55.23,normal
cao,medio,idoso,29.22,54.12,37.94,normal
cao,grande,adulto,37.81,60.06,95.6,atencao
cao,medio,adulto,30.15,44.54,95.36,normal
gato,unico,adulto,23.86,43.29,74.57,normal
cao,grande,filhote,30.88,84.74,31.7,critico
cao,grande,adulto,13.69,32.55,54.04,critico
gato,unico,adulto,23.96,84.32,93.07,atencao
cao,medio,idoso,21.72,79.45,56.04,atencao
cao,medio,filhote,31.35,18.45,89.45,critico
gato,unico,adulto,30.37,51.7,70.55,normal
cao,pequeno,adulto,24.11,53.72,61.69,normal
ave,unico,filhote,27.64,49.84,16.45,critico
cao,grande,idoso,32.91,40.83,49.83,atencao
gato,unico,adulto,25.17,56.55,25.05,normal
gato,unico,adulto,10.29,53.33,90.17,critico
ave,unico,adulto,27.12,60.92,29.97,atencao
ave,unico,adulto,30.87,64.54,61.7,normal
gato,unico,adulto,27.06,30.29,73.8,normal
gato,unico,filhote,28.92,34.31,47.97,normal
gato,unico,adulto,33.71,46.83,57.67,normal
gato,unico,adulto,32.74,58.69,64.48,normal
gato,unico,filhote,30.54,62.39,55.27,normal
cao,medio,adulto,27.13,45.44,97.5,normal
gato,unico,filhote,29.35,35.83,88.71,normal
cao,grande,adulto,27.21,32.75,18.25,critico
ave,unico,adulto,30.84,70.72,48.26,normal
cao,medio,adulto,32.4,52.31,29.1,normal
cao,medio,filhote,33.52,25.37,64.9,atencao
cao,pequeno,idoso,31.83,55.13,72.83,normal
cao,grande,filhote,23.36,50.45,79.91,normal
gato,unico,idoso,32.63,39.85,5.99,atencao
cao,grande,idoso,18.29,64.96,53.63,atencao
cao,grande,adulto,34.82,49.41,38.44,normal
cao,medio,adulto,33.37,48.41,78.23,normal
gato,unico,adulto,33.77,32.01,23.22,normal
ave,unico,idoso,34.62,51.01,52.02,normal
cao,grande,filhote,21.63,15.49,30.78,critico
cao,medio,idoso,35.07,19.93,61.67,critico
ave,unico,idoso,25.13,31.3,77.03,atencao
gato,unico,adulto,27.96,61.68,98.87,normal
cao,medio,adulto,23.76,50.39,93.16,normal
cao,grande,idoso,31.14,28.09,94.84,atencao
cao,pequeno,adulto,34.43,50.36,58.96,normal
cao,medio,filhote,24.68,65.6,14.28,atencao
cao,pequeno,adulto,35.97,68.09,86.77,atencao
gato,unico,idoso,29.49,52.98,85.23,normal
cao,pequeno,adulto,25.88,47.9,79.75,normal
gato,unico,idoso,25.31,35.17,23.77,normal
cao,medio,adulto,21.73,64.79,60.42,normal
ave,unico,filhote,34.53,54.31,56.39,normal
cao,pequeno,adulto,25.21,61.77,71.89,normal
gato,unico,idoso,20.83,36.11,30.94,atencao
cao,medio,idoso,33.37,77.05,31.11,atencao
cao,pequeno,adulto,28.01,57.53,81.15,atencao
cao,pequeno,adulto,23.2,64.69,96.69,normal
gato,unico,adulto,23.31,65.3,23.24,normal
gato,unico,adulto,36.93,64.13,57.36,atencao
gato,unico,idoso,28.23,40.73,62.43,normal
cao,pequeno,adulto,30.42,50.61,99.27,normal
ave,unico,adulto,33.56,52.98,85.19,normal
gato,unico,filhote,23.08,46.07,46.22,normal
cao,pequeno,adulto,26.48,61.27,17.26,atencao
gato,unico,filhote,30.5,52.6,45.82,normal
gato,unico,filhote,30.69,41.1,1.32,critico
cao,pequeno,adulto,27.57,40.43,10.14,atencao
cao,medio,adulto,35.55,50.51,88.36,atencao
gato,unico,adulto,21.11,58.28,70.62,normal
cao,grande,filhote,32.25,78.07,70.57,atencao
cao,grande,filhote,30.28,45.65,35.94,normal
cao,pequeno,adulto,26.87,45.78,90.03,normal
cao,pequeno,filhote,24.24,65.87,97.05,normal
gato,unico,filhote,24.0,44.83,16.42,atencao
cao,medio,adulto,35.97,65.56,12.41,atencao
cao,medio,idoso,23.33,42.07,37.85,normal
ave,unico,idoso,28.79,45.79,89.51,normal
gato,unico,adulto,21.95,59.89,19.07,normal
gato,unico,filhote,37.1,39.54,43.13,critico
ave,unico,adulto,38.65,86.69,68.96,atencao
gato,unico,idoso,28.68,59.74,51.01,normal
gato,unico,adulto,20.04,64.0,47.38,normal
ave,unico,filhote,31.95,42.86,70.12,normal
cao,grande,adulto,34.8,41.13,54.66,normal
gato,unico,adulto,29.62,62.59,9.17,atencao
gato,unico,filhote,24.74,21.96,96.15,atencao
gato,unico,adulto,21.02,77.25,33.71,atencao
cao,medio,adulto,23.81,65.11,11.34,atencao
gato,unico,adulto,30.02,40.85,79.63,normal
gato,unico,filhote,29.65,33.25,2.99,critico
gato,unico,adulto,16.95,69.06,96.15,atencao
gato,unico,adulto,31.2,19.55,75.91,atencao
cao,medio,adulto,25.38,40.71,57.42,normal
cao,medio,idoso,22.29,58.38,30.3,normal
ave,unico,filhote,33.72,48.07,27.63,atencao
gato,unico,adulto,13.51,30.39,49.78,critico
cao,medio,adulto,24.94,57.74,82.47,atencao
cao,pequeno,adulto,24.56,62.47,47.04,normal
gato,unico,adulto,26.25,59.08,73.9,normal
cao,pequeno,idoso,33.71,40.66,76.16,atencao
cao,pequeno,filhote,28.9,64.11,3.33,critico
cao,pequeno,adulto,31.28,87.85,25.16,critico
cao,pequeno,filhote,38.09,52.7,92.16,critico
gato,unico,adulto,35.64,58.58,2.22,critico
ave,unico,idoso,26.37,55.99,58.61,normal
gato,unico,adulto,33.02,34.98,70.46,normal
gato,unico,adulto,38.29,48.56,26.33,critico
gato,unico,adulto,32.99,64.71,12.08,atencao
cao,medio,adulto,21.59,61.04,22.12,critico
cao,medio,adulto,36.89,47.55,27.91,atencao
cao,medio,adulto,27.49,60.59,44.92,normal
gato,unico,adulto,31.29,40.07,85.02,normal
cao,grande,filhote,36.83,47.79,50.07,critico
ave,unico,filhote,32.54,46.59,81.86,normal
cao,pequeno,adulto,31.93,16.55,68.88,atencao
cao,medio,adulto,37.63,51.13,17.01,atencao
gato,unico,adulto,21.49,55.98,88.78,normal
cao,grande,adulto,32.42,55.04,30.65,normal
ave,unico,adulto,26.57,41.73,51.74,normal
cao,pequeno,filhote,22.85,41.84,56.59,normal
ave,unico,filhote,37.27,60.78,90.29,normal
ave,unico,adulto,34.94,43.94,82.83,normal
cao,grande,filhote,20.52,38.8,60.24,atencao
gato,unico,idoso,26.57,59.83,67.3,normal
gato,unico,idoso,28.84,66.94,23.82,normal
cao,pequeno,adulto,23.35,46.32,51.08,normal
gato,unico,adulto,20.3,82.33,69.94,atencao
ave,unico,idoso,33.75,46.44,79.42,normal
ave,unico,filhote,37.74,69.75,67.01,normal
cao,grande,adulto,16.06,33.88,29.82,atencao
cao,medio,filhote,28.68,61.05,90.0,normal
ave,unico,filhote,31.57,65.96,96.88,normal
ave,unico,filhote,29.32,54.46,95.97,normal
gato,unico,adulto,24.74,66.56,98.39,normal
gato,unico,adulto,29.27,62.68,78.71,normal
cao,medio,adulto,30.49,42.28,29.28,normal
cao,medio,adulto,15.63,56.22,27.98,atencao
gato,unico,adulto,28.37,64.79,13.91,atencao
cao,grande,adulto,26.74,48.37,30.77,normal
cao,pequeno,idoso,29.68,60.92,46.68,normal
cao,grande,adulto,26.32,63.55,90.78,normal
cao,medio,filhote,35.01,55.84,17.66,atencao
cao,pequeno,adulto,37.73,62.82,82.0,atencao
ave,unico,idoso,43.07,60.65,78.35,critico
cao,pequeno,adulto,27.91,53.3,76.28,normal
ave,unico,adulto,35.54,65.46,91.53,atencao
gato,unico,adulto,22.65,46.05,95.56,normal
cao,grande,idoso,26.18,37.25,66.5,normal
gato,unico,filhote,22.35,39.9,99.86,normal
cao,medio,filhote,28.03,27.85,48.77,atencao
ave,unico,adulto,25.37,65.73,75.67,normal
gato,unico,adulto,28.13,59.67,72.39,normal
cao,medio,adulto,23.09,86.42,77.04,critico
cao,medio,adulto,24.59,60.37,71.48,normal
cao,medio,adulto,21.16,50.51,50.75,normal
cao,grande,idoso,25.31,74.38,73.06,atencao
cao,medio,idoso,31.09,83.05,86.53,critico
gato,unico,idoso,29.06,49.91,95.91,normal
gato,unico,adulto,24.2,30.77,51.72,normal
gato,unico,adulto,15.17,53.19,29.15,atencao
gato,unico,adulto,29.97,37.04,35.01,normal
cao,medio,adulto,27.42,66.59,40.88,normal
gato,unico,idoso,22.77,58.81,58.87,normal
gato,unico,adulto,32.76,35.86,69.9,normal
cao,medio,adulto,23.49,36.27,76.26,normal
cao,grande,adulto,28.91,60.19,48.21,normal
ave,unico,adulto,31.27,54.19,98.97,normal
cao,medio,idoso,24.85,31.8,33.33,normal
gato,unico,adulto,31.66,48.31,37.01,normal
gato,unico,adulto,32.3,37.87,95.52,normal
cao,pequeno,idoso,23.75,53.87,45.16,normal
cao,pequeno,filhote,28.08,56.26,42.84,normal
cao,pequeno,adulto,27.81,48.76,30.33,normal
cao,medio,adulto,32.27,43.43,68.09,normal
ave,unico,adulto,32.21,36.93,44.19,critico
gato,unico,adulto,21.82,55.74,31.76,normal
cao,grande,adulto,17.72,33.47,42.76,atencao
gato,unico,adulto,22.31,34.98,46.1,normal
ave,unico,adulto,28.21,47.64,38.56,normal
cao,grande,filhote,21.35,36.49,41.57,normal
gato,unico,idoso,26.18,50.36,29.23,normal
cao,grande,filhote,26.54,44.62,3.6,critico
gato,unico,adulto,20.1,48.68,3.43,critico
gato,unico,adulto,23.17,73.65,82.88,atencao
ave,unico,idoso,27.32,65.85,94.72,normal
cao,grande,filhote,26.01,54.44,59.77,normal
gato,unico,filhote,26.26,43.55,80.41,normal
gato,unico,filhote,32.19,64.99,32.04,normal
gato,unico,adulto,32.25,59.5,1.26,critico
cao,pequeno,adulto,37.63,40.86,25.28,atencao
cao,pequeno,adulto,22.44,43.98,48.68,normal
cao,pequeno,adulto,31.87,20.63,19.4,atencao
ave,unico,adulto,27.05,68.81,50.28,normal
gato,unico,adulto,29.13,28.03,29.79,atencao
cao,pequeno,idoso,33.92,63.93,48.44,atencao
cao,pequeno,idoso,31.58,66.98,44.34,normal
cao,pequeno,adulto,23.98,56.51,97.41,normal
ave,unico,adulto,37.82,57.6,86.68,normal
gato,unico,adulto,21.9,69.1,96.97,normal
gato,unico,adulto,22.29,41.98,23.51,normal
gato,unico,idoso,24.28,60.74,48.8,normal
ave,unico,adulto,26.24,51.98,98.79,normal
gato,unico,filhote,28.54,47.15,7.84,atencao
ave,unico,adulto,38.81,25.82,36.2,atencao
ave,unico,adulto,27.01,63.03,82.29,normal
cao,pequeno,adulto,31.8,39.75,14.59,atencao
gato,unico,adulto,26.76,32.53,66.95,normal
gato,unico,adulto,33.77,44.43,78.99,normal
cao,grande,adulto,27.5,35.11,68.67,normal
ave,unico,idoso,29.62,43.65,78.53,normal
gato,unico,idoso,31.27,44.72,49.79,normal
ave,unico,adulto,37.47,68.48,81.47,normal
cao,grande,adulto,23.73,66.41,36.58,normal
gato,unico,filhote,35.97,33.57,89.59,critico
cao,medio,adulto,23.55,38.46,80.2,normal
cao,grande,adulto,36.87,72.44,96.98,atencao
gato,unico,adulto,31.92,64.55,49.58,normal
ave,unico,idoso,35.12,46.91,41.68,normal
ave,unico,adulto,25.28,60.53,14.55,critico
cao,grande,adulto,27.77,30.3,56.7,normal
ave,unico,adulto,35.05,55.49,82.59,normal
cao,medio,adulto,23.5,62.53,69.13,normal
ave,unico,adulto,27.95,48.29,75.82,normal
gato,unico,adulto,31.62,46.63,36.96,normal
cao,grande,filhote,12.02,17.49,63.85,critico
gato,unico,adulto,22.86,83.68,74.68,atencao
ave,unico,adulto,32.1,55.45,43.49,normal
gato,unico,adulto,24.07,64.76,4.52,critico
gato,unico,adulto,20.01,53.77,76.14,normal
cao,pequeno,adulto,29.28,33.27,41.33,normal
gato,unico,idoso,24.03,61.28,55.79,atencao
gato,unico,adulto,26.82,67.4,11.37,atencao
cao,medio,adulto,33.48,48.26,12.24,atencao
cao,grande,adulto,33.95,48.35,38.62,normal
gato,unico,adulto,24.23,32.03,54.81,normal
ave,unico,idoso,36.2,81.43,65.82,atencao
cao,pequeno,idoso,34.85,33.96,89.78,atencao
gato,unico,filhote,25.32,54.46,76.52,normal
cao,grande,adulto,26.45,42.26,97.17,normal
cao,medio,adulto,34.47,13.59,83.26,critico
gato,unico,filhote,29.06,53.89,91.14,normal
cao,grande,adulto,21.18,43.24,43.62,normal
cao,medio,adulto,34.82,45.58,79.95,normal
gato,unico,filhote,29.2,40.21,37.33,normal
cao,grande,adulto,24.22,46.45,42.57,normal
cao,grande,idoso,21.38,62.9,97.57,normal
gato,unico,adulto,24.78,43.54,15.6,normal
gato,unico,idoso,29.14,61.06,29.72,normal
gato,unico,adulto,22.24,81.13,17.68,atencao
gato,unico,adulto,21.7,55.32,13.99,atencao
gato,unico,filhote,34.91,60.57,2.36,critico
gato,unico,adulto,33.26,46.26,80.61,normal
ave,unico,adulto,31.77,35.09,79.8,atencao
gato,unico,idoso,25.11,40.33,84.66,normal
ave,unico,adulto,28.04,87.08,90.26,atencao
gato,unico,filhote,24.49,65.38,21.75,normal
gato,unico,adulto,22.1,51.5,63.94,normal
ave,unico,idoso,33.73,43.13,97.67,normal
ave,unico,idoso,26.58,46.88,42.0,normal
cao,grande,adulto,28.5,67.29,74.95,normal
cao,medio,adulto,32.34,30.53,18.13,atencao
gato,unico,adulto,26.43,49.96,21.14,normal
gato,unico,adulto,29.58,88.83,7.1,critico
gato,unico,adulto,10.75,23.05,88.09,critico
gato,unico,adulto,18.07,36.29,96.8,atencao
gato,unico,idoso,39.31,52.89,39.57,critico
ave,unico,adulto,24.02,68.62,98.63,atencao
gato,unico,filhote,27.02,48.47,79.7,normal
gato,unico,idoso,22.63,51.6,3.21,critico
cao,grande,adulto,21.34,46.72,89.0,normal
cao,grande,filhote,32.04,36.37,35.82,normal
ave,unico,adulto,28.68,31.71,41.62,atencao
cao,medio,idoso,21.33,74.95,54.55,atencao
ave,unico,idoso,35.44,49.58,34.81,atencao
gato,unico,filhote,23.85,29.98,83.71,atencao
gato,unico,idoso,25.63,47.21,6.41,atencao
gato,unico,adulto,24.05,48.05,24.94,normal
ave,unico,idoso,25.03,45.77,70.95,atencao
cao,medio,idoso,31.51,17.62,54.93,atencao
ave,unico,adulto,40.61,53.8,90.13,atencao
gato,unico,idoso,26.92,49.04,2.88,critico
cao,medio,adulto,32.7,63.28,16.05,atencao
cao,pequeno,filhote,25.37,29.51,94.2,atencao
gato,unico,adulto,32.72,54.18,59.86,normal
gato,unico,adulto,27.8,69.13,80.72,normal
ave,unico,adulto,21.53,45.91,64.94,atencao
ave,unico,adulto,29.3,93.45,92.03,critico
gato,unico,adulto,35.66,44.26,53.02,atencao
gato,unico,adulto,33.52,86.39,30.68,critico
ave,unico,adulto,31.97,49.66,82.52,normal
cao,pequeno,idoso,22.1,55.58,46.18,normal
ave,unico,filhote,31.87,51.14,83.69,normal
cao,pequeno,adulto,34.18,66.68,68.76,normal
gato,unico,filhote,26.56,60.82,73.92,normal
cao,medio,adulto,22.75,62.84,57.17,normal
cao,grande,idoso,23.53,42.58,48.3,normal
gato,unico,adulto,27.27,39.37,6.24,atencao
gato,unico,idoso,22.52,32.7,48.63,atencao
cao,grande,adulto,33.85,51.79,45.23,normal
cao,pequeno,filhote,30.08,55.4,99.23,normal
cao,grande,adulto,23.98,56.88,28.9,normal
cao,pequeno,adulto,21.7,30.16,24.99,atencao
ave,unico,adulto,36.23,67.54,68.13,normal
gato,unico,filhote,17.29,53.0,72.57,atencao
gato,unico,adulto,18.78,51.59,21.59,normal
cao,medio,filhote,21.35,28.39,78.78,atencao
ave,unico,adulto,26.57,69.73,69.64,normal
gato,unico,adulto,26.6,69.24,77.93,normal
cao,pequeno,filhote,20.2,38.72,65.57,atencao
cao,medio,filhote,27.34,54.25,96.2,normal
cao,grande,adulto,28.7,51.61,28.77,normal
cao,grande,idoso,21.93,39.37,31.7,normal
gato,unico,filhote,29.9,57.59,28.85,normal
gato,unico,adulto,35.48,66.93,0.08,critico
cao,medio,idoso,30.43,63.22,33.77,normal
gato,unico,filhote,26.41,39.96,12.55,atencao
ave,unico,adulto,34.09,50.59,64.9,normal
gato,unico,adulto,15.27,63.46,58.51,atencao
cao,pequeno,adulto,27.91,52.46,37.81,normal
ave,unico,adulto,27.77,51.16,73.58,normal
gato,unico,adulto,22.94,34.65,97.46,normal
ave,unico,adulto,25.31,68.09,86.22,normal
cao,grande,adulto,24.46,35.43,35.92,normal
cao,grande,idoso,12.38,76.98,95.59,critico
cao,pequeno,idoso,29.95,38.3,46.6,normal
ave,unico,adulto,36.79,47.33,21.09,atencao
ave,unico,idoso,34.42,54.6,39.77,atencao
cao,medio,idoso,29.42,36.07,96.32,normal
gato,unico,filhote,24.13,44.47,50.77,normal
gato,unico,adulto,20.72,49.86,25.48,normal
ave,unico,filhote,30.82,53.06,86.64,normal
ave,unico,adulto,36.24,45.37,13.67,critico
cao,pequeno,filhote,25.89,38.15,85.77,normal
gato,unico,filhote,29.47,39.47,47.85,normal
gato,unico,filhote,22.31,69.25,96.37,atencao
cao,medio,filhote,22.02,45.07,64.93,normal
ave,unico,adulto,31.91,40.14,67.58,normal
cao,grande,adulto,25.76,89.22,73.32,critico
ave,unico,filhote,33.79,68.41,39.31,atencao
cao,pequeno,filhote,32.85,36.22,67.82,atencao
gato,unico,filhote,29.86,58.74,67.61,normal
cao,medio,adulto,22.5,61.9,79.01,normal
gato,unico,adulto,35.67,65.67,39.41,atencao
gato,unico,filhote,24.95,36.93,2.29,critico
cao,grande,adulto,20.56,66.7,75.48,atencao
cao,grande,filhote,33.76,63.02,20.11,atencao
gato,unico,adulto,27.28,29.62,86.62,atencao
gato,unico,filhote,27.01,66.37,25.67,normal
ave,unico,filhote,29.66,61.61,61.77,normal
cao,pequeno,adulto,33.93,32.63,66.21,normal
cao,grande,adulto,28.86,56.11,44.17,normal
cao,medio,adulto,36.82,63.98,65.59,atencao
gato,unico,idoso,30.62,50.3,0.37,critico
cao,medio,adulto,25.76,47.78,35.62,normal
cao,grande,adulto,21.54,51.42,31.39,normal
cao,grande,idoso,17.48,46.24,96.59,atencao
cao,medio,filhote,25.2,62.52,91.62,normal
ave,unico,adulto,29.9,42.91,82.1,normal
cao,pequeno,adulto,24.67,61.32,16.64,atencao
cao,grande,filhote,27.31,59.45,56.4,normal
cao,pequeno,idoso,26.77,45.79,55.34,normal
gato,unico,adulto,35.8,63.94,90.53,atencao
ave,unico,adulto,31.77,91.35,53.04,critico
cao,grande,adulto,34.0,12.81,48.59,critico
gato,unico,adulto,21.18,57.4,75.16,normal
gato,unico,filhote,25.33,35.61,10.9,atencao
gato,unico,filhote,26.31,55.73,43.62,normal
gato,unico,filhote,29.17,62.63,8.68,atencao
cao,grande,adulto,34.68,45.45,45.04,normal
cao,pequeno,adulto,26.32,33.78,34.43,normal
cao,medio,adulto,15.95,48.43,46.47,atencao
gato,unico,idoso,23.99,54.94,71.26,normal
cao,medio,adulto,19.03,63.01,90.12,critico
ave,unico,adulto,30.8,83.94,81.13,atencao
cao,pequeno,adulto,20.11,50.73,27.81,normal
cao,grande,adulto,28.54,66.83,9.68,atencao
cao,grande,adulto,28.11,48.33,95.88,normal
cao,grande,adulto,30.1,32.6,59.93,normal
ave,unico,filhote,28.91,56.6,67.97,normal
gato,unico,adulto,28.15,44.27,28.96,normal
gato,unico,adulto,15.3,66.64,67.31,atencao
cao,grande,adulto,22.89,54.26,75.81,normal
gato,unico,idoso,27.31,29.7,85.8,atencao
cao,medio,adulto,34.52,65.59,70.04,normal
gato,unico,adulto,27.42,24.68,13.92,atencao
gato,unico,filhote,29.77,50.28,99.33,normal
cao,medio,adulto,23.99,63.33,57.01,normal
gato,unico,adulto,29.08,59.09,68.87,normal
gato,unico,filhote,16.75,42.45,58.67,critico
cao,pequeno,adulto,24.94,47.62,89.27,normal
gato,unico,adulto,29.58,65.3,32.3,normal
cao,medio,adulto,33.1,32.39,91.64,normal
cao,grande,adulto,24.94,42.58,17.68,atencao
cao,grande,adulto,34.11,31.91,51.42,normal
cao,medio,adulto,32.85,45.84,39.94,normal
ave,unico,idoso,31.11,54.1,95.02,normal
gato,unico,filhote,30.12,50.17,99.04,normal
gato,unico,adulto,26.51,32.33,37.29,normal
ave,unico,idoso,31.24,47.29,40.25,atencao
cao,grande,adulto,31.5,40.73,69.31,normal
gato,unico,adulto,30.1,67.65,89.94,normal
cao,medio,idoso,34.07,54.01,76.41,atencao
ave,unico,adulto,30.3,73.4,18.74,critico
cao,medio,adulto,30.62,58.55,13.79,atencao
gato,unico,idoso,28.87,39.74,29.51,normal
gato,unico,adulto,41.84,49.37,20.41,critico
cao,medio,adulto,36.81,31.98,32.1,atencao
gato,unico,adulto,20.46,49.97,66.05,normal
gato,unico,adulto,20.87,58.85,34.58,normal
cao,pequeno,adulto,30.28,69.28,6.91,critico
gato,unico,adulto,32.36,67.93,56.37,normal
gato,unico,filhote,29.41,61.97,47.01,normal
gato,unico,adulto,23.66,67.86,76.74,normal
cao,grande,adulto,23.3,47.96,84.73,normal
gato,unico,adulto,27.66,28.87,58.96,atencao
gato,unico,idoso,38.2,58.49,77.56,critico
gato,unico,adulto,28.82,44.39,49.49,normal
gato,unico,adulto,33.59,34.5,37.82,normal
cao,medio,adulto,27.39,63.47,37.28,normal
cao,medio,adulto,18.02,41.96,55.81,atencao
cao,pequeno,idoso,23.9,65.84,38.63,normal
gato,unico,adulto,25.21,31.03,33.85,normal
cao,pequeno,adulto,19.81,54.31,98.75,atencao
gato,unico,adulto,31.78,16.27,4.04,critico
ave,unico,idoso,35.23,69.85,91.44,normal
cao,medio,adulto,30.25,32.09,83.71,normal
gato,unico,adulto,31.84,16.36,87.65,atencao
gato,unico,adulto,36.54,73.14,60.65,atencao
cao,medio,idoso,30.52,54.33,62.71,normal
cao,grande,adulto,34.4,57.05,23.62,atencao
cao,pequeno,adulto,30.95,89.18,52.4,critico
cao,pequeno,adulto,32.62,52.18,92.62,normal
gato,unico,idoso,33.78,67.96,38.26,atencao
ave,unico,idoso,39.22,35.74,76.88,atencao
gato,unico,adulto,22.64,62.2,14.67,atencao
cao,medio,adulto,24.03,49.79,31.46,normal
gato,unico,filhote,27.7,50.09,29.54,normal
ave,unico,adulto,31.19,51.69,27.83,atencao
cao,pequeno,adulto,28.78,30.34,82.08,normal
gato,unico,adulto,29.98,12.77,5.02,critico
ave,unico,adulto,28.97,78.6,56.03,atencao
cao,medio,adulto,17.02,57.06,39.24,atencao
cao,grande,adulto,32.28,34.67,74.2,normal
cao,pequeno,idoso,25.47,58.42,68.22,normal
gato,unico,adulto,26.33,36.78,11.37,atencao
cao,medio,filhote,33.55,61.07,12.82,atencao
gato,unico,idoso,25.53,64.47,59.07,normal
cao,medio,idoso,29.57,64.03,91.09,normal
gato,unico,adulto,27.03,47.51,43.87,normal
cao,grande,idoso,17.08,70.19,54.56,atencao
ave,unico,filhote,28.16,63.3,19.69,critico
ave,unico,adulto,31.76,53.66,94.09,normal
cao,pequeno,adulto,20.44,60.76,92.64,normal
gato,unico,filhote,26.36,51.72,95.43,normal
cao,medio,idoso,23.83,50.68,62.92,normal
cao,medio,idoso,24.42,60.83,92.91,normal
gato,unico,adulto,30.95,37.81,22.37,normal
cao,grande,adulto,29.08,32.28,6.73,critico
cao,medio,adulto,27.96,56.51,69.26,normal
cao,grande,adulto,26.34,38.04,47.93,normal
gato,unico,filhote,27.29,55.16,81.84,normal
ave,unico,adulto,19.09,46.01,87.51,critico
ave,unico,adulto,34.7,59.46,80.47,normal
gato,unico,filhote,25.95,37.71,72.47,normal
cao,medio,adulto,27.87,55.57,50.35,normal
ave,unico,adulto,37.7,60.56,40.55,normal
gato,unico,adulto,26.3,60.25,82.5,atencao
cao,grande,adulto,27.42,65.79,45.08,normal
cao,grande,adulto,26.16,65.94,92.22,normal
gato,unico,filhote,16.26,80.19,88.88,atencao
cao,grande,adulto,36.23,47.16,68.92,atencao
cao,pequeno,idoso,27.77,38.09,34.04,atencao
ave,unico,adulto,35.21,59.59,58.34,normal
cao,medio,filhote,31.43,46.19,85.6,atencao
cao,grande,idoso,25.02,71.23,81.96,atencao
ave,unico,adulto,41.38,49.77,77.01,atencao
gato,unico,filhote,31.44,34.42,86.05,normal
ave,unico,adulto,33.0,61.26,69.01,normal
cao,pequeno,adulto,33.12,31.74,44.58,normal
cao,pequeno,adulto,16.17,15.26,63.78,atencao
gato,unico,adulto,27.41,46.04,40.28,normal
gato,unico,filhote,29.16,40.06,83.44,normal
cao,grande,filhote,31.36,47.12,49.43,normal
gato,unico,adulto,35.69,59.64,71.26,normal
cao,medio,adulto,25.33,62.35,47.1,normal
ave,unico,adulto,33.0,66.09,59.63,normal
ave,unico,adulto,29.24,87.77,86.9,atencao
cao,medio,adulto,24.01,39.78,42.05,normal
gato,unico,idoso,25.09,49.94,53.77,normal
ave,unico,adulto,28.06,44.57,35.82,normal
cao,grande,adulto,35.27,47.51,42.31,atencao
gato,unico,adulto,24.08,60.89,21.42,normal
gato,unico,filhote,30.9,47.54,66.73,normal
cao,grande,adulto,21.34,43.49,31.73,normal
gato,unico,filhote,32.49,60.45,55.5,normal
cao,medio,idoso,23.98,64.74,53.74,normal
cao,grande,idoso,23.18,52.15,96.03,normal
ave,unico,idoso,26.1,49.71,96.38,normal
gato,unico,idoso,23.09,36.85,64.6,normal
cao,pequeno,adulto,14.27,84.92,75.94,critico
cao,medio,filhote,22.07,66.76,58.2,normal
gato,unico,adulto,24.02,52.32,40.87,normal
ave,unico,adulto,26.21,40.05,64.22,normal
cao,grande,idoso,31.8,52.46,99.94,normal
cao,grande,filhote,24.78,42.54,40.69,normal
cao,grande,adulto,22.46,41.41,84.46,normal
cao,pequeno,filhote,32.67,66.15,45.81,normal
gato,unico,adulto,32.34,86.44,58.46,critico
cao,pequeno,filhote,31.41,34.7,72.01,normal
gato,unico,adulto,31.29,36.28,16.28,normal
ave,unico,adulto,19.95,41.92,58.08,critico
cao,grande,adulto,12.76,19.74,79.69,critico
gato,unico,adulto,32.25,67.55,13.05,atencao
cao,pequeno,filhote,31.97,51.72,87.71,normal
cao,pequeno,adulto,24.55,16.6,76.63,atencao
cao,pequeno,filhote,24.44,79.26,51.49,atencao
gato,unico,adulto,21.37,51.07,19.85,normal
cao,pequeno,filhote,22.53,40.46,62.19,normal
cao,grande,idoso,26.65,30.68,97.03,atencao
gato,unico,adulto,31.54,19.75,12.74,atencao
gato,unico,idoso,21.67,33.44,4.68,critico
cao,pequeno,adulto,27.16,35.24,42.67,normal
gato,unico,idoso,40.18,53.32,84.31,critico
ave,unico,filhote,35.57,70.36,21.23,critico
cao,grande,adulto,31.22,39.36,29.49,normal
cao,grande,adulto,27.76,34.98,97.16,normal
cao,grande,adulto,24.35,71.34,63.36,atencao
ave,unico,adulto,37.86,71.64,45.17,normal
ave,unico,adulto,30.13,61.67,45.36,normal
cao,pequeno,filhote,33.47,64.1,41.2,normal
cao,pequeno,filhote,22.67,35.9,93.61,normal
ave,unico,adulto,27.71,54.57,26.73,atencao
ave,unico,adulto,33.39,42.51,49.74,normal
cao,pequeno,filhote,33.0,63.89,84.56,normal
